ID,EC50,ION_ACTIVITY,ACTUAL_200,ACTUAL_500,ACTUAL_1000,M2_200_90,M5_500_40,M5_500_130,M5_500_250,M5_1000_210,LOGC_500,SMILE
MMV671676,0.3321,X_MISSING,INACTIVE,ACTIVE,ACTIVE,0.02909209,0.999399304,0.999999404,1,0.999974608,0.898574687,c1c(c(ccc1Cl)Cl)CNC(c1cncc2n1c(nn2)c1ccc(cc1)OC(F)F)=O
MMV671677,0.309,ACTIVE,INACTIVE,ACTIVE,ACTIVE,0.137230381,0.999819815,1,1,0.999998569,0.946647262,c1c(c(c(cc1)C(F)(F)F)Cl)CNC(c1cncc2n1c(nn2)c1ccc(cc1)OC(F)F)=O
MMV671678,10,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.000631763,0.004469099,0.000835616,0.000623805,2.65E-05,0.018007281,c1ncc2n(c1n1ccnc1Cc1cc(c(cc1)F)F)c(nn2)c1ccc(cc1)OC(F)F
MMV671679,10,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.001138585,0.003515684,0.0009872,0.006155518,1.84E-07,0.016951363,c1ncc2n(c1OCC(F)(F)F)c(nn2)c1c(n(nc1C)c1ccc(cc1)F)C
MMV671680,0.2627,X_MISSING,INACTIVE,ACTIVE,ACTIVE,0.075135194,0.995887816,1,1,0.999855042,0.750514265,c1ncc2n(c1Oc1ccc(cc1)S(F)(F)(F)(F)F)c(nn2)c1ccc(cc1)OC(F)F
MMV671926,3.446,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.002290114,0.002798759,0.000715193,0.001066552,2.10E-05,0.039150067,c1(ncc2n(c1)c(nn2)c1ccc(cc1)OC(F)F)Oc1ccc(c(c1)F)F
MMV671927,10,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.009921737,0.002610259,0.000651784,0.0006259,4.19E-06,0.015545101,c1(ncc2n(c1)c(nn2)c1ccc(cc1)OC(F)F)NCCc1ccc(cc1)F
MMV671929,10,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.599758506,0.004178748,0.001056989,0.012159856,1.53E-09,0.100312549,c1ncc2n(c1Oc1ccc(c(c1)Cl)Cl)c(nn2)c1c(n(nc1C)c1ccc(cc1)F)C
MMV671933,0.6095,X_MISSING,INACTIVE,INACTIVE,ACTIVE,0.072606012,0.005105987,0.000360757,0.000671734,0.999996901,0.025723259,[C@H]1([C@@H](N(C1)C1CC1)c1cc(c(cc1)F)F)Oc1cncc2n1c(nn2)c1ccc(cc1)OC(F)F
MMV671934,1.121,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.573775411,0.005541155,0.000712237,0.00119026,0.000221122,0.043859702,[C@H]1([C@@H](N(C1=O)C1CC1)c1cc(c(cc1)F)F)Oc1cncc2n1c(nn2)c1ccc(cc1)OC(F)F
MMV672618,1.983,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.005316811,0.005241459,0.000754374,0.000252922,1.67E-05,0.073621291,c1cc(cc2c1n(cc2)C)Oc1cncc2n1c(nn2)c1ccc(cc1)OC(F)F
MMV672619,10,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.073812656,0.003243499,0.000897135,0.000659474,0.000660297,0.031861032,[C@H]1(C(N([C@@H]1c1cc(c(cc1)F)F)C1CC1)=O)Oc1ncc2n(c1)c(nn2)c1ccc(cc1)OC(F)F
MMV672620,1.629,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.181736797,0.006381527,0.00063799,0.000423286,2.17E-05,0.038541467,c1ncc2n(c1Oc1cc3c(cc1)ccc(n3)C(F)(F)F)c(nn2)c1ccc(cc1)OC(F)F
MMV672621,1.928,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.000270254,0.004893308,0.000601962,3.08834E-05,6.47E-06,0.038233498,c1ncc2n(c1Oc1ccc3c(c1)onc3C)c(nn2)c1ccc(cc1)OC(F)F
MMV672622,1.822,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.999995351,0.006077211,0.000721151,4.75692E-05,8.98E-06,0.026836835,c1ncc2n(c1Oc1ccc/3c(c1)OC(/C=C3/C)(C)C)c(nn2)c1ccc(cc1)OC(F)F
MMV672623,10,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.040960189,0.004653884,0.000962889,0.000194305,5.27E-05,0.019397838,c1ncc2n(c1Oc1ccc3c(c1)n(nc3)C)c(nn2)c1ccc(cc1)OC(F)F
MMV672624,0.5468,X_MISSING,INACTIVE,INACTIVE,ACTIVE,0.011862992,0.0037325,0.001015913,0.001974888,0.999896407,0.011784361,c1ncc2n(c1C(=O)NC1CCc3c1ccc(c3)Cl)c(nn2)c1ccc(cc1)OC(F)F
MMV672625,10,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.002184922,0.003103127,0.000846575,0.078937791,1.84E-07,0.014646936,c1ncc2n(c1C(=O)Nc1ccnc(c1)C(F)(F)F)c(nn2)c1c(nn(c1C)c1ccc(cc1)F)C
MMV672626,10,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.450515062,0.004909774,0.000861907,0.00049821,5.34E-05,0.013210536,C1(CC1)(C(Oc1cncc2n1c(nn2)c1ccc(cc1)OC(F)F)C(F)(F)F)c1ccc(c(c1)F)F
MMV672686,6.203,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.000206333,0.004245704,0.000443695,0.000218055,2.76E-05,0.050943357,c1ncc2n(c1Oc1ccc3c(c1)nn(c3)C)c(nn2)c1ccc(cc1)OC(F)F
MMV672688,1.668,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.40600875,0.005269059,0.000784797,0.001108767,8.47E-05,0.085318258,c1ncc2nnc(n2c1OCc1cccc2c1cccc2)c1ccc(cc1)OC(F)F
MMV672689,0.7308,X_MISSING,INACTIVE,INACTIVE,ACTIVE,0.007792119,0.005105987,0.000360757,0.000671734,0.999996901,0.025723259,[C@H]1([C@H](N(C1)C1CC1)c1ccc(c(c1)F)F)Oc1cncc2nnc(n12)c1ccc(cc1)OC(F)F
MMV672723,0.1012,X_MISSING,ACTIVE,ACTIVE,ACTIVE,1,0.999602616,0.999999642,1,0.999999881,0.866411441,C(COc1cncc2n1c(nn2)c1ccc(cc1)OC(F)F)(c1ccc(c(c1)F)F)(O)C
MMV672725,6.038,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.425147563,0.00630978,0.000482529,0.000336448,2.95E-06,0.030991842,c1ncc2n(c1Oc1cccc(c1)Oc1ccccn1)c(nn2)c1ccc(cc1)OC(F)F
MMV672726,1.459,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.013152596,0.005013703,0.000926487,0.001977233,0.000180271,0.020209416,c1ncc2n(c1OCC1CCc3c1ccc(c3)Cl)c(nn2)c1ccc(cc1)OC(F)F
MMV672727,0.1228,X_MISSING,ACTIVE,ACTIVE,ACTIVE,1,0.999768436,0.999999523,1,0.999993443,0.926687108,C(COc1cncc2n1c(nn2)c1ccc(cc1)OC(F)F)(c1ccc(c(c1)F)F)(F)C
MMV672730,2.025,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.000182362,0.005036213,0.000477633,0.000174192,1.38E-07,0.064638561,c1ncc2n(c1Oc1ccc3c(c1)cnc(n3)C(F)(F)F)c(nn2)c1ccc(cc1)OC(F)F
MMV672936,0.06536,X_MISSING,ACTIVE,ACTIVE,ACTIVE,1,0.999690533,1,1,0.999970436,0.888000094,C(COc1cncc2n1c(nn2)c1ccc(cc1)OC(F)F)(c1ccc(c(c1)F)F)F
MMV672937,0.5764,X_MISSING,INACTIVE,INACTIVE,ACTIVE,0.002463455,0.005223831,0.000679421,0.000443207,0.999846697,0.027413579,c1ncc2n(c1Oc1ccc3c(c1)scc3)c(nn2)c1ccc(cc1)OC(F)F
MMV672939,6.779,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.009021303,0.002585402,0.000522031,0.00092113,1.49E-05,0.027703491,c1(ccc2n(n1)c(nn2)c1ccc(cc1)OC(F)F)OCCc1cc(c(cc1)F)F
MMV672940,0.8392,X_MISSING,INACTIVE,INACTIVE,ACTIVE,0.961755037,0.005378047,0.000290707,3.29487E-05,0.999999762,0.11863823,c1ncc2n(c1Oc1ccc3c(c1)cc(c(c3)F)F)c(nn2)c1ccc(cc1)OC(F)F
MMV672941,0.1734,X_MISSING,ACTIVE,ACTIVE,ACTIVE,0.99999702,0.997644722,0.999996901,1,0.999962211,0.818346145,c1ncc2n(c1Oc1ccc3c(c1)cc(cc3F)F)c(nn2)c1ccc(cc1)OC(F)F
MMV672942,0.5096,X_MISSING,INACTIVE,INACTIVE,ACTIVE,0.002411582,0.002682769,0.000703903,0.000750256,0.999861598,0.00374571,c1(ccc2n(n1)c(nn2)c1ccc(cc1)OC(F)F)NCCc1ccc(cc1)F
MMV672989,1.67,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.667787313,0.006432021,0.000984554,0.000863043,0.0001399,0.056797131,c1ncc2n(c1Oc1cc3nc(ccc3cc1)OC)c(nn2)c1ccc(cc1)OC(F)F
MMV672990,10,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.286148787,0.002635466,0.000455489,0.001079608,9.37E-05,0.020768483,c1(ncc2n(c1)c(nn2)c1ccc(cc1)OC(F)F)NC(Cc1cccc(c1)Cl)=O
MMV672992,10,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.012390662,0.002198655,0.000591425,0.002330488,6.54E-05,0.022765469,c1(ccc2n(n1)c(nn2)c1ccc(cc1)C#N)NCCc1cnccc1
OSM-A-1,3.7145,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.013705428,0.001723113,0.000445814,0.012193363,2.58E-07,0.094375831,O=C(/C(S/1)=C/C2=C(C)N(C(C)=C2)C3=CC=C(S(=O)(N)=O)C=C3)NC1=N\C4=CC=CC=C4
OSM-A-2,1.2015,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.685731828,0.00258397,0.000424466,0.015571005,6.02E-07,0.153143994,O=C(/C(S/1)=C/C2=C(C)N(C(C)=C2)C3=CC=C(C#N)C=C3)NC1=N\C4=CC=CC=C4
OSM-A-3,0.119,X_MISSING,ACTIVE,ACTIVE,ACTIVE,1,0.999943137,0.999999285,1,0.999961257,0.892509319,O=C(/C(S/1)=C/C2=C(C)N(C(C)=C2)C3=CC(OC)=CC=C3)NC1=N\C4=CC=CC=C4
OSM-A-4,2.4535,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.002768222,0.002893531,0.000471183,0.140217006,3.29E-06,0.261909722,O=C(/C(S/1)=C/C2=C(C)N(C(C)=C2)C3=CC=C(I)C=C3)NC1=N\C4=CC=CC=C4
OSM-E-1,50,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.241275981,0.00267173,0.000575639,0.002079182,0.000165092,0.019596852,FC1=CC=C(N2C(C)=CC(S(N(C)CC(N)=O)(=O)=O)=C2C)C=C1
OSM-E-2,50,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.022294644,0.002049236,0.000581894,0.003184519,7.15E-05,0.010240569,FC1=CC=C(N2C(C)=CC(S(NCC(N)=O)(=O)=O)=C2C)C=C1
OSM-E-3,50,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.894379675,0.002633234,0.000627701,0.002209712,8.31E-05,0.005973873,FC1=CC=C(N2C(C)=C(S(N(CC(N)=O)C)(=O)=O)C(S(N(C)CC(N)=O)(=O)=O)=C2C)C=C1
OSM-E-4,50,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.001856009,0.002556894,0.000514126,0.00192324,4.41E-05,0.013070925,FC1=CC=C(N2N=NC(COC(CBr)=O)=C2)C=C1
OSM-E-5,50,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.00489913,0.002566013,0.000576691,0.001923727,5.26E-05,0.011145055,FC1=CC=C(N2N=NC(COCC(OCC)=O)=C2)C=C1
OSM-E-6,50,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.002185581,0.002247978,0.000621547,0.001995558,5.49E-05,0.005262371,FC1=CC=C(N2N=NC(COCC(OC)=O)=C2)C=C1
OSM-E-7,50,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.002267826,0.002476119,0.000583004,0.001907723,4.71E-05,0.008301307,FC1=CC=C(N2N=NC(COCC(OCC3=CN(C4=CC=C(F)C=C4)N=N3)=O)=C2)C=C1
OSM-E-8,50,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.002308763,0.002337973,0.000560783,0.001739335,8.17E-05,0.002561317,FC1=CC=C(N2N=NC(COCC(N)=O)=C2)C=C1
OSM-L-1,4.1,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.998318851,0.004532922,0.000772406,0.006999449,2.56E-05,0.10981974,CC(N1C2=CC(F)=CC=C2)=CC(/C=C(C(N/3C4=CC=CC=C4)=O)\SC3=N/C5=CC=CC=C5)=C1C
OSM-S-10,0.1925,X_MISSING,ACTIVE,ACTIVE,ACTIVE,0.999999523,0.998252809,0.999988437,1,0.999946237,0.880035126,FC1=CC=C(N2C(C)=CC(/C=C3S/C(NC\3=O)=N\C4=CC=CC=C4)=C2C)C=C1
OSM-S-100,50,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.051518526,0.003014266,0.000474564,0.005232551,2.47E-05,0.010665799,FC1=CC=C(N2C(C)=CC(C(OC(C)C(O)=O)=O)=C2C)C=C1
OSM-S-101,50,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.008479958,0.002629103,0.000536955,0.02569888,1.92E-05,0.000946602,FC1=CC=C(N2C(C)=CC(C3=NC(C(O)=O)=CO3)=C2C)C=C1
OSM-S-102,50,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.236618266,0.002376325,0.000650446,0.004436599,8.58E-05,0.017641744,FC1=CC=C(N2C(C)=CC(C(CCC(NC)=O)=O)=C2C)C=C1
OSM-S-103,50,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.014662463,0.002745741,0.000483758,0.005421937,6.80E-05,0.003405571,CC(N1C2=CC=C(F)C=C2)=C(C(CCC(N)=O)=O)C=C1C
OSM-S-104,50,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.005811361,0.00265455,0.000527016,0.001541088,1.87E-05,0.003517391,FC1=CC=C(N2N=CC(C3=NC(C(O)=O)=CO3)=C2C)C=C1
OSM-S-105,50,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.007438713,0.002641791,0.000649577,0.002116674,4.43E-05,0.010709378,FC1=CC=C(N2N=CC(C3=NC(C(N)=O)=CO3)=C2C)C=C1
OSM-S-108,1.2,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.004844536,0.002552442,0.000564437,0.00443893,1.79E-05,0.148646777,O=C(/C(S/1)=C/C2=C(C)NC(C)=C2)NC1=N\C3=CC=CC=C3
OSM-S-109,0.262,X_MISSING,INACTIVE,ACTIVE,ACTIVE,0.42363748,0.999736011,1,1,0.999976397,0.926487692,O=C(/C(S/1)=C/C2=C(C)N(C3=CC=C([N+]([O-])=O)C=C3)C(C)=C2)NC1=N\C4=CC=CC=C4
OSM-S-110,2.3,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.012478154,0.001982321,0.0007693,0.002306485,1.36E-05,0.050389135,O=C(/C(S/1)=C/C2=C(C)N(C3=CC=C([N+]([O-])=O)C=C3)C(C)=C2)NC1=N\C4=CC(O)=CC=C4
OSM-S-111,0.165666667,INACTIVE,ACTIVE,ACTIVE,ACTIVE,1,0.999870181,0.999997616,1,0.99985683,0.789681972,O=C(/C(S/1)=C/C2=C(C)N(C3=CC=C(OC)C=C3)C(C)=C2)NC1=N\C4=CC=CC=C4
OSM-S-112,1.6,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.995697737,0.00198649,0.000705646,0.002861921,7.47E-06,0.015562364,O=C(/C(S/1)=C/C2=C(C)N(C3=CC=C(OC)C=C3)C(C)=C2)NC1=N\C4=CC(O)=CC=C4
OSM-S-113,50,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.007291446,0.005036966,0.000723211,0.024073593,1.24E-06,0.102073341,O=C(/C(S/1)=C/C2=C(C)N(C3=CC=CC=N3)C(C)=C2)NC1=N\C4=CC=C(O)C=C4
OSM-S-114,1.2,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.402410686,0.002341317,0.000645349,0.002780417,2.20E-06,0.016049394,O=C(/C(S/1)=C/C2=C(C)N(C3=CC=CC=C3)C(C)=C2)NC1=N\C4=CC(O)=CC=C4
OSM-S-115,1.8,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.437826902,0.002758085,0.000661609,0.05371974,1.18E-06,0.067124958,O=C(/C(S/1)=C/C2=C(C)N(C3=CC=CC=C3)C(C)=C2)NC1=N\C4=CC=C(O)C=C4
OSM-S-116,11,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.047221515,0.002666472,0.000378125,0.005832886,1.33E-05,0.008132664,CC(N1C2=CC=C(F)C=C2)=C(C(OC(C)C(N)=O)=O)C=C1C
OSM-S-12,50,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.000169036,0.002280304,0.000499682,0.003440975,3.19E-05,0.025461413,CC(N1C2=CC=CC=C2)=CC(C(O)=O)=C1C
OSM-S-13,50,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.000596606,0.002150917,0.000432125,0.003162912,9.88E-05,0.027741673,CC1=CC=C(N2C(C)=C(C(O)=O)C=C2C)C=C1
OSM-S-138,2.3,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.014766534,0.003011746,0.000684673,0.202194005,2.00E-06,0.146592537,CC1=CC(/C=C(S/2)/C(NC2=N\C3=CC=CC=C3)=O)=C(C)N1C4=CC=C(N)C=C4
OSM-S-14,50,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.000751892,0.001933802,0.000454037,0.003205365,5.32E-05,0.013750512,CC(N1C2=CC=C(C(F)(F)F)C=C2)=CC(C(O)=O)=C1C
OSM-S-16,50,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.995782018,0.002346689,0.001005044,0.027552448,0.000133362,0.138652871,O=C(NC1=C(C)N(C)N(C2=CC=CC=C2)C1=O)CNC(C3=CC=CC=C3)=O
OSM-S-176,0.25,X_MISSING,INACTIVE,ACTIVE,ACTIVE,0.00149803,0.99985218,0.999986053,1,0.999908805,0.888474345,c1ncc2n(c1C(NCc1cc(ccc1)Cl)=O)c(nn2)c1ccc(cc1)OC(F)F
OSM-S-177,10,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.000747321,0.00481647,0.000777881,0.000484522,0.000101197,0.022720363,O=C(N1CC(C=CC=C2)=C2C1)C3=CN=CC4=NN=C(C5=CC=C(OC(F)F)C=C5)N43
OSM-S-178,1.34,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.00080266,0.0045643,0.000616734,0.001404539,6.23E-05,0.137434306,c1ncc2n(c1C(NCc1ccc(cc1)Cl)=O)c(nn2)c1ccc(cc1)OC(F)F
OSM-S-179,10,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.000813457,0.004125683,0.000776136,0.00715394,6.32E-05,0.027215088,c1ncc2n(c1C(NCC1CCOCC1)=O)c(nn2)c1ccc(cc1)OC(F)F
OSM-S-180,10,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.001054604,0.004759544,0.000682132,0.00090339,5.61E-05,0.01074751,c1ncc2n(c1C(N1CCN(CC1)c1ncccc1)=O)c(nn2)c1ccc(cc1)OC(F)F
OSM-S-181,10,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.017701715,0.004026879,0.000698979,0.001087774,4.15E-05,0.039016099,c1ncc2n(c1C(NCCN1CCOCC1)=O)c(nn2)c1ccc(cc1)OC(F)F
OSM-S-182,10,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.002856936,0.005380779,0.00097497,0.000840222,5.30E-05,0.005036307,c1ncc2n(c1C(N1CCCC1)=O)c(nn2)c1ccc(cc1)OC(F)F
OSM-S-183,3.56,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.003473545,0.004622812,0.000802427,0.000767105,2.79E-05,0.006892484,c1ncc2n(c1C(N1C(CCC1)c1ccccc1)=O)c(nn2)c1ccc(cc1)OC(F)F
OSM-S-184,10,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.000556362,0.004982336,0.00069047,0.00081824,1.05E-05,0.000400829,c1ncc2n(c1C(N1CCN(CC1)S(=O)(C)=O)=O)c(nn2)c1ccc(cc1)OC(F)F
OSM-S-185,10,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.002030619,0.004873903,0.000816204,0.000912201,1.22E-05,0.00216524,c1ncc2n(c1C(N1CCOCC1)=O)c(nn2)c1ccc(cc1)OC(F)F
OSM-S-186,1.36,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.000749644,0.004258508,0.001022313,0.00061199,5.10E-05,0.028262347,c1ncc2n(c1C(=O)N[C@@H](c1ccccc1)C)c(nn2)c1ccc(cc1)OC(F)F
OSM-S-187,0.534,X_MISSING,INACTIVE,INACTIVE,ACTIVE,0.34549582,0.003634273,0.000717439,0.008385829,0.99996388,0.24779963,N#CC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCCC4=CC=CC=C4)N32
OSM-S-189,0.309,X_MISSING,INACTIVE,ACTIVE,ACTIVE,0.004149064,0.999393463,0.999999762,1,0.999955058,0.739105809,N#CC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCCC4=CC=CC=C4Cl)N32
OSM-S-19,50,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.013378907,0.002761924,0.000578191,0.024084063,1.84E-05,0.000763231,CC(N1C2=CC=C(F)C=C2)=CC(C(NCC(N)=O)=O)=C1C
OSM-S-194,1.033,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.196969509,0.002266727,0.00064675,0.002012153,1.72E-05,0.055178807,C12=CC=CC=C1C3=C(C4(CCN(CC5=CC=CC=C5)CC4)OCC3)N2
OSM-S-2,50,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.000375581,0.002245894,0.000520838,0.003068397,0.000111042,0.018180457,CC1=CC(C=O)=C(C)N1C1=CC=C(F)C=C1
OSM-S-202,0.211,ACTIVE,INACTIVE,ACTIVE,ACTIVE,0.002495524,0.997103512,0.999984622,1,0.999987483,0.557768294,c1ncc2n(c1C(Nc1cccc(c1)Cl)=O)c(nn2)c1ccc(cc1)OC(F)F
OSM-S-206,0.309,X_MISSING,INACTIVE,ACTIVE,ACTIVE,0.030197833,0.999465406,1,1,0.999999881,0.880114641,FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(C(NC4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=O)N32
OSM-S-21,50,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.998128355,0.003066185,0.000779987,0.465060592,3.53E-06,0.011253923,FC1=CC=C(N2C(C)=CC(C(NCC(NC3=C(C)N(C)N(C4=CC=CC=C4)C3=O)=O)=O)=C2C)C=C1
OSM-S-255,10,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.057552271,0.003028159,0.000913076,0.001200264,7.89E-06,0.038834752,O=C(NC1=C(C)C(Cl)=CC=C1)C2=CN=CC(N23)=NN=C3C4=CC=C(OC)C=C4
OSM-S-256,5.66,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.002299818,0.003633505,0.000703256,0.001048769,2.87E-06,0.030288409,O=C(NC1=C(F)C(Cl)=CC=C1)C2=CN=CC(N23)=NN=C3C4=CC=C(OC)C=C4
OSM-S-257,1.06,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.004130688,0.002910882,0.000697489,0.001601434,3.98E-06,0.020087554,O=C(NC1=CC(Cl)=CC=C1C)C2=CN=CC(N23)=NN=C3C4=CC=C(OC)C=C4
OSM-S-258,10,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.945456684,0.003870821,0.000549336,0.006738581,1.59E-05,0.144671429,ClC1=CC=CC=C1CCOC2=CN=CC3=NN=C(C4=CC=NC=C4)N32
OSM-S-259,0.452,X_MISSING,INACTIVE,ACTIVE,ACTIVE,0.003143794,0.999779522,0.999997854,1,0.999960303,0.882712566,ClC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCC4=CC=C(F)C(F)=C4)N32
OSM-S-260,0.281,X_MISSING,INACTIVE,ACTIVE,ACTIVE,0.042896744,0.999720633,0.999999881,1,0.999995112,0.887288372,FC1=C(F)C=CC(CCOC2=CN=CC3=NN=C(C4=CC=C(OC(F)F)C=C4)N32)=C1
OSM-S-262,10,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.010002214,0.002633251,0.000569303,0.005370117,4.33E-05,0.072344953,O=C(NC1=CC(Cl)=CC=C1)C2=CN=CC(N23)=NN=C3C4=NC=CC=C4
OSM-S-263,10,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.022541195,0.002690847,0.000840765,0.00299839,3.76E-05,0.092737637,O=C(NC1=CC(Cl)=CC=C1)C2=CN=CC(N23)=NN=C3C4=CN=CC=C4
OSM-S-265,0.285,X_MISSING,INACTIVE,ACTIVE,ACTIVE,0.648927629,0.999839544,1,1,0.999985695,0.877557832,N#CC(C=C1)=CC=C1C2=NN=C3N2C(OCC(OC)C4=CC=CC=C4)=CN=C3
OSM-S-273,0.11,X_MISSING,ACTIVE,ACTIVE,ACTIVE,0.993272007,0.999612391,0.999999881,1,0.999996185,0.931363382,c1ncc2n(c1OCCc1cc(c(cc1)F)F)c(cn2)c1ccc(cc1)Cl
OSM-S-274,0.83,X_MISSING,INACTIVE,INACTIVE,ACTIVE,0.868080378,0.001931638,0.000409472,0.001079168,0.999999881,0.061736541,c1ncc2cnc(n2c1OCCc1cc(c(cc1)F)F)c1ccc(cc1)Cl
OSM-S-275,5,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.005341497,0.002286072,0.000868326,0.003429907,3.21E-06,0.008120538,OC(COc2cncc3nnc(C1CCCCC1)n23)c4ccccc4
OSM-S-276,10,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.032981645,0.002183062,0.000723462,0.001323587,2.19E-05,0.017702535,OC(COc1cncc2nnc(CC)n12)c3ccccc3
OSM-S-277,5,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.318391323,0.002783781,0.000827823,0.001770614,1.60E-05,0.007085313,OC(COc2cncc3nnc(c1ccccc1)n23)c4ccccc4
OSM-S-28,50,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.000160428,0.001783094,0.000565345,0.002447071,0.000100608,0.043096294,CC(N1C2=CC=CC=C2)=CC(C=O)=C1C
OSM-S-280,10,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.002154958,0.004801837,0.000819899,0.002392378,3.88E-05,0.083171897,FC(F)Oc1ccc(cc1)c2nnc3cncc(OC)n23
OSM-S-281,10,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.121926703,0.004867301,0.000916897,0.003215949,2.70E-05,0.076222265,FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OC[C@H](NC)C4=CC=CC=C4)N32
OSM-S-283,2,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.00258987,0.004868434,0.000739513,0.000334018,0.00022116,0.100265474,FC(F)Oc1ccc(cc1)c3nnc4cncc(OCC(N)c2ccccc2)n34
OSM-S-29,50,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.000529131,0.002170085,0.000485968,0.002140567,0.000143946,0.068078975,CC1=CC=C(N2C(C)=C(C=O)C=C2C)C=C1
